name	id	nametype	recclass	mass (g)	fall	year	reclat	reclong	GeoLocation	Latitude	Longitude				
Northwest Africa 6962	54525	Valid	Achondrite-ung	59.8	Found	1/1/11 0:00	0	0		0	0	0.0598	"0,0,0.0598,"	"0,0,59.8,"	
Northwest Africa 6963	54565	Valid	Martian (shergottite)	8000	Found	1/1/11 0:00	28.002467	-11.131583		28.002467	-11.131583	8	"28.002467,-11.131583,8,"	"28.002467,-11.131583,8000,"	
Northwest Africa 6989	54669	Valid	H7	118	Found	1/1/11 0:00	0	0		0	0	0.118	"0,0,0.118,"	"0,0,118,"	
Northwest Africa 6990	54667	Valid	LL7	395	Found	1/1/11 0:00	0	0		0	0	0.395	"0,0,0.395,"	"0,0,395,"	
Northwest Africa 6992	54670	Valid	CR2	237	Found	1/1/11 0:00	0	0		0	0	0.237	"0,0,0.237,"	"0,0,237,"	
Northwest Africa 7002	54578	Valid	LL6	53	Found	1/1/11 0:00	0	0		0	0	0.053	"0,0,0.053,"	"0,0,53,"	
Northwest Africa 7003	54579	Valid	LL4-5	38.2	Found	1/1/11 0:00	0	0		0	0	0.0382	"0,0,0.0382,"	"0,0,38.2,"	
Northwest Africa 7004	54580	Valid	H4	142	Found	1/1/11 0:00	0	0		0	0	0.142	"0,0,0.142,"	"0,0,142,"	
Northwest Africa 7007	54583	Valid	Lunar (gabbro)	91	Found	1/1/11 0:00	0	0		0	0	0.091	"0,0,0.091,"	"0,0,91,"	
Northwest Africa 7008	54584	Valid	Brachinite	10.8	Found	1/1/11 0:00	0	0		0	0	0.0108	"0,0,0.0108,"	"0,0,10.8,"	
Northwest Africa 7009	54585	Valid	CV3	1007	Found	1/1/11 0:00	0	0		0	0	1.007	"0,0,1.007,"	"0,0,1007,"	
Northwest Africa 7010	54586	Valid	L5	314	Found	1/1/11 0:00	0	0		0	0	0.314	"0,0,0.314,"	"0,0,314,"	
Northwest Africa 7011	54587	Valid	LL6	312	Found	1/1/11 0:00	0	0		0	0	0.312	"0,0,0.312,"	"0,0,312,"	
Northwest Africa 7012	54588	Valid	Eucrite-pmict	42.8	Found	1/1/11 0:00	0	0		0	0	0.0428	"0,0,0.0428,"	"0,0,42.8,"	
Northwest Africa 7013	54589	Valid	Eucrite-mmict	102	Found	1/1/11 0:00	0	0		0	0	0.102	"0,0,0.102,"	"0,0,102,"	
Northwest Africa 7014	54590	Valid	Eucrite-mmict	116	Found	1/1/11 0:00	0	0		0	0	0.116	"0,0,0.116,"	"0,0,116,"	
Northwest Africa 7015	54577	Valid	LL4	888	Found	1/1/11 0:00	0	0		0	0	0.888	"0,0,0.888,"	"0,0,888,"	
Northwest Africa 7016	54615	Valid	H6	571	Found	1/1/11 0:00	0	0		0	0	0.571	"0,0,0.571,"	"0,0,571,"	
Northwest Africa 7017	54616	Valid	L6	4669.5	Found	1/1/11 0:00	0	0		0	0	4.6695	"0,0,4.6695,"	"0,0,4669.5,"	
Northwest Africa 7018	54651	Valid	H6	443	Found	1/1/11 0:00	0	0		0	0	0.443	"0,0,0.443,"	"0,0,443,"	
Northwest Africa 7022	54655	Valid	Lunar (feldsp. breccia)	444	Found	1/1/11 0:00	0	0		0	0	0.444	"0,0,0.444,"	"0,0,444,"	
Northwest Africa 7026	54659	Valid	L6-melt breccia	629	Found	1/1/11 0:00	0	0		0	0	0.629	"0,0,0.629,"	"0,0,629,"	
Northwest Africa 7032	54665	Valid	Martian (shergottite)	85	Found	1/1/11 0:00	0	0		0	0	0.085	"0,0,0.085,"	"0,0,85,"	
Northwest Africa 7033	54771	Valid	H4-melt breccia	468	Found	1/1/11 0:00	0	0		0	0	0.468	"0,0,0.468,"	"0,0,468,"	
Northwest Africa 7034	54831	Valid	Martian (basaltic breccia)	319.8	Found	1/1/11 0:00	0	0		0	0	0.3198	"0,0,0.3198,"	"0,0,319.8,"	
Northwest Africa 7035	54673	Valid	Eucrite-mmict	816	Found	1/1/12 0:00	0	0		0	0	0.816	"0,0,0.816,"	"0,0,816,"	
Northwest Africa 7036	54674	Valid	Eucrite-pmict	95	Found	1/1/11 0:00	0	0		0	0	0.095	"0,0,0.095,"	"0,0,95,"	
Northwest Africa 7037	54675	Valid	L4	253	Found	1/1/11 0:00	0	0		0	0	0.253	"0,0,0.253,"	"0,0,253,"	
Northwest Africa 7040	54678	Valid	H3.4	1740	Found	1/1/11 0:00	0	0		0	0	1.74	"0,0,1.74,"	"0,0,1740,"	
Northwest Africa 7041	54679	Valid	LL6	127	Found	1/1/11 0:00	0	0		0	0	0.127	"0,0,0.127,"	"0,0,127,"	
Northwest Africa 7042	54680	Valid	Martian (shergottite)	3033	Found	1/1/11 0:00	0	0		0	0	3.033	"0,0,3.033,"	"0,0,3033,"	
Northwest Africa 7043	54839	Valid	CV3	166	Found	1/1/11 0:00	0	0		0	0	0.166	"0,0,0.166,"	"0,0,166,"	
Northwest Africa 7044	54685	Valid	H6	1443	Found	1/1/11 0:00	0	0		0	0	1.443	"0,0,1.443,"	"0,0,1443,"	
Northwest Africa 7045	54840	Valid	"Pallasite, PMG"	1127	Found	1/1/11 0:00	0	0		0	0	1.127	"0,0,1.127,"	"0,0,1127,"	
Northwest Africa 7046	54841	Valid	H4	1819	Found	1/1/11 0:00	0	0		0	0	1.819	"0,0,1.819,"	"0,0,1819,"	
Northwest Africa 7061	54842	Valid	LL6	134.2	Found	1/1/11 0:00	0	0		0	0	0.1342	"0,0,0.134199999999999,"	"0,0,134.199999999999,"	
Northwest Africa 7062	54843	Valid	Eucrite-mmict	62.9	Found	1/1/11 0:00	0	0		0	0	0.0629	"0,0,0.0629,"	"0,0,62.9,"	
Northwest Africa 7069	54724	Valid	L5	882	Found	1/1/11 0:00	0	0		0	0	0.882	"0,0,0.882,"	"0,0,882,"	
Northwest Africa 7070	54725	Valid	L3	1142	Found	1/1/11 0:00	0	0		0	0	1.142	"0,0,1.142,"	"0,0,1142,"	
Northwest Africa 7071	54726	Valid	LL6	236	Found	1/1/11 0:00	0	0		0	0	0.236	"0,0,0.236,"	"0,0,236,"	
Northwest Africa 7072	54727	Valid	L6	507	Found	1/1/11 0:00	0	0		0	0	0.507	"0,0,0.507,"	"0,0,507,"	
Northwest Africa 7073	54728	Valid	L6	1575	Found	1/1/11 0:00	0	0		0	0	1.575	"0,0,1.575,"	"0,0,1575,"	
Northwest Africa 7074	54729	Valid	H4	782	Found	1/1/11 0:00	0	0		0	0	0.782	"0,0,0.782,"	"0,0,782,"	
Northwest Africa 7075	54730	Valid	L3	2815	Found	1/1/11 0:00	0	0		0	0	2.815	"0,0,2.815,"	"0,0,2815,"	
Northwest Africa 7076	54731	Valid	L4/5	32	Found	1/1/11 0:00	0	0		0	0	0.032	"0,0,0.032,"	"0,0,32,"	
Northwest Africa 7077	54732	Valid	CV3	134	Found	1/1/11 0:00	0	0		0	0	0.134	"0,0,0.134,"	"0,0,134,"	
Northwest Africa 7079	54734	Valid	H3	134	Found	1/1/11 0:00	0	0		0	0	0.134	"0,0,0.134,"	"0,0,134,"	
Northwest Africa 7080	54735	Valid	L6-melt breccia	116	Found	1/1/11 0:00	0	0		0	0	0.116	"0,0,0.116,"	"0,0,116,"	
Northwest Africa 7081	54736	Valid	L6	292	Found	1/1/11 0:00	0	0		0	0	0.292	"0,0,0.292,"	"0,0,292,"	
Northwest Africa 7082	54737	Valid	H6	159	Found	1/1/11 0:00	0	0		0	0	0.159	"0,0,0.159,"	"0,0,159,"	
Northwest Africa 7083	54738	Valid	CO3	55	Found	1/1/11 0:00	0	0		0	0	0.055	"0,0,0.055,"	"0,0,55,"	
Northwest Africa 7084	54739	Valid	LL6-melt breccia	72	Found	1/1/11 0:00	0	0		0	0	0.072	"0,0,0.072,"	"0,0,72,"	
Northwest Africa 7085	54740	Valid	L6-melt breccia	53	Found	1/1/11 0:00	0	0		0	0	0.053	"0,0,0.053,"	"0,0,53,"	
Northwest Africa 7086	54741	Valid	CK4	20	Found	1/1/11 0:00	0	0		0	0	0.02	"0,0,0.02,"	"0,0,20,"	
Northwest Africa 7087	54742	Valid	LL6	119	Found	1/1/11 0:00	0	0		0	0	0.119	"0,0,0.119,"	"0,0,119,"	
Northwest Africa 7088	54743	Valid	LL5/6	72	Found	1/1/11 0:00	0	0		0	0	0.072	"0,0,0.072,"	"0,0,72,"	
Northwest Africa 7089	54744	Valid	H4	647	Found	1/1/11 0:00	0	0		0	0	0.647	"0,0,0.647,"	"0,0,647,"	
Northwest Africa 7090	54745	Valid	L3	379	Found	1/1/11 0:00	0	0		0	0	0.379	"0,0,0.379,"	"0,0,379,"	
Northwest Africa 7091	54746	Valid	L4/5	76	Found	1/1/11 0:00	0	0		0	0	0.076	"0,0,0.076,"	"0,0,76,"	
Northwest Africa 7092	54747	Valid	H4	59	Found	1/1/11 0:00	0	0		0	0	0.059	"0,0,0.059,"	"0,0,59,"	
Northwest Africa 7093	54748	Valid	L6	40	Found	1/1/11 0:00	0	0		0	0	0.04	"0,0,0.04,"	"0,0,40,"	
Northwest Africa 7094	54749	Valid	L3	7	Found	1/1/11 0:00	0	0		0	0	0.007	"0,0,0.007,"	"0,0,7,"	
Northwest Africa 7095	54750	Valid	CV3	13	Found	1/1/11 0:00	0	0		0	0	0.013	"0,0,0.013,"	"0,0,13,"	
Northwest Africa 7096	54751	Valid	H4	20	Found	1/1/11 0:00	0	0		0	0	0.02	"0,0,0.02,"	"0,0,20,"	
Northwest Africa 7097	54752	Valid	Eucrite-pmict	26	Found	1/1/11 0:00	0	0		0	0	0.026	"0,0,0.026,"	"0,0,26,"	
Northwest Africa 7098	54753	Valid	Eucrite-pmict	48	Found	1/1/11 0:00	0	0		0	0	0.048	"0,0,0.048,"	"0,0,48,"	
Northwest Africa 7099	54754	Valid	LL6	36	Found	1/1/11 0:00	0	0		0	0	0.036	"0,0,0.036,"	"0,0,36,"	
Northwest Africa 7100	54755	Valid	H3	73	Found	1/1/11 0:00	0	0		0	0	0.073	"0,0,0.073,"	"0,0,73,"	
Northwest Africa 7101	54756	Valid	L6	64	Found	1/1/11 0:00	0	0		0	0	0.064	"0,0,0.064,"	"0,0,64,"	
Northwest Africa 7102	54757	Valid	L3	42	Found	1/1/11 0:00	0	0		0	0	0.042	"0,0,0.042,"	"0,0,42,"	
Northwest Africa 7103	54758	Valid	CO3	13	Found	1/1/11 0:00	0	0		0	0	0.013	"0,0,0.013,"	"0,0,13,"	
Northwest Africa 7108	54763	Valid	CV3	59	Found	1/1/11 0:00	0	0		0	0	0.059	"0,0,0.059,"	"0,0,59,"	
Northwest Africa 7109	54772	Valid	L5	1440.5	Found	1/1/11 0:00	0	0		0	0	1.4405	"0,0,1.4405,"	"0,0,1440.5,"	
Northwest Africa 7110	54777	Valid	CV3	220	Found	1/1/11 0:00	0	0		0	0	0.22	"0,0,0.22,"	"0,0,220,"	
Northwest Africa 7111	54778	Valid	Ureilite	59	Found	1/1/11 0:00	0	0		0	0	0.059	"0,0,0.059,"	"0,0,59,"	
Northwest Africa 7112	54779	Valid	L6	1000	Found	1/1/11 0:00	0	0		0	0	1	"0,0,1,"	"0,0,1000,"	
Northwest Africa 7113	54780	Valid	L4	53	Found	1/1/11 0:00	0	0		0	0	0.053	"0,0,0.053,"	"0,0,53,"	
Northwest Africa 7114	54781	Valid	H4	78.3	Found	1/1/11 0:00	0	0		0	0	0.0783	"0,0,0.0783,"	"0,0,78.3,"	
Northwest Africa 7115	54782	Valid	H4	10.7	Found	1/1/11 0:00	0	0		0	0	0.0107	"0,0,0.0107,"	"0,0,10.7,"	
Northwest Africa 7116	54783	Valid	EL6	12.1	Found	1/1/11 0:00	0	0		0	0	0.0121	"0,0,0.0121,"	"0,0,12.1,"	
Northwest Africa 7117	54784	Valid	LL5	64	Found	1/1/11 0:00	0	0		0	0	0.064	"0,0,0.064,"	"0,0,64,"	
Northwest Africa 7119	54786	Valid	Mesosiderite	2254	Found	1/1/11 0:00	0	0		0	0	2.254	"0,0,2.254,"	"0,0,2254,"	
Northwest Africa 7120	54787	Valid	L3-melt breccia	1604	Found	1/1/11 0:00	0	0		0	0	1.604	"0,0,1.604,"	"0,0,1604,"	
Northwest Africa 7121	54788	Valid	CM2	16.1	Found	1/1/11 0:00	0	0		0	0	0.0161	"0,0,0.0161,"	"0,0,16.1,"	
Northwest Africa 7122	54789	Valid	L4	2377	Found	1/1/11 0:00	0	0		0	0	2.377	"0,0,2.377,"	"0,0,2377,"	
Northwest Africa 7125	54792	Valid	LL6	26.6	Found	1/1/11 0:00	0	0		0	0	0.0266	"0,0,0.0266,"	"0,0,26.6,"	
Northwest Africa 7128	54795	Valid	LL4	260	Found	1/1/11 0:00	0	0		0	0	0.26	"0,0,0.26,"	"0,0,260,"	
Northwest Africa 7129	54796	Valid	Achondrite-ung	50	Found	1/1/11 0:00	0	0		0	0	0.05	"0,0,0.05,"	"0,0,50,"	
Northwest Africa 7131	54798	Valid	CM2	40	Found	1/1/11 0:00	0	0		0	0	0.04	"0,0,0.04,"	"0,0,40,"	
Northwest Africa 7143	54895	Valid	LL6	580	Found	1/1/11 0:00	0	0		0	0	0.58	"0,0,0.58,"	"0,0,580,"	
Northwest Africa 7144	54896	Valid	H4	43418	Found	1/1/11 0:00	0	0		0	0	43.418	"0,0,43.418,"	"0,0,43418,"	
Northwest Africa 7146	54898	Valid	LL5	188	Found	1/1/11 0:00	0	0		0	0	0.188	"0,0,0.188,"	"0,0,188,"	
Northwest Africa 7148	54900	Valid	LL5	3099	Found	1/1/11 0:00	0	0		0	0	3.099	"0,0,3.099,"	"0,0,3099,"	
Northwest Africa 7149	54901	Valid	H4	2318	Found	1/1/11 0:00	0	0		0	0	2.318	"0,0,2.318,"	"0,0,2318,"	
Northwest Africa 7150	54902	Valid	H4	45326	Found	1/1/11 0:00	0	0		0	0	45.326	"0,0,45.326,"	"0,0,45326,"	
Northwest Africa 7177	54856	Valid	LL6	17.3	Found	1/1/11 0:00	0	0		0	0	0.0173	"0,0,0.0173,"	"0,0,17.3,"	
Northwest Africa 7178	54857	Valid	H5	191.34	Found	1/1/11 0:00	0	0		0	0	0.19134	"0,0,0.19134,"	"0,0,191.34,"	
Northwest Africa 7179	54858	Valid	H4	153.57	Found	1/1/11 0:00	0	0		0	0	0.15357	"0,0,0.15357,"	"0,0,153.57,"	
Northwest Africa 7180	55274	Valid	H3.6	240.5	Found	1/1/11 0:00	0	0		0	0	0.2405	"0,0,0.2405,"	"0,0,240.5,"	
Northwest Africa 7181	55275	Valid	L3.5	543	Found	1/1/11 0:00	0	0		0	0	0.543	"0,0,0.543,"	"0,0,543,"	
Northwest Africa 7182	54860	Valid	Martian (shergottite)	17	Found	1/1/11 0:00	0	0		0	0	0.017	"0,0,0.017,"	"0,0,17,"	
Northwest Africa 7189	54867	Valid	H4	2467	Found	1/1/11 0:00	0	0		0	0	2.467	"0,0,2.467,"	"0,0,2467,"	
Northwest Africa 7190	54868	Valid	Lunar (feldsp. breccia)	5.28	Found	1/1/11 0:00	0	0		0	0	0.00528	"0,0,0.00528,"	"0,0,5.28,"	
Northwest Africa 7191	54869	Valid	L-melt rock	137	Found	1/1/12 0:00	0	0		0	0	0.137	"0,0,0.137,"	"0,0,137,"	
Northwest Africa 7192	54870	Valid	LL4	1780	Found	1/1/12 0:00	0	0		0	0	1.78	"0,0,1.78,"	"0,0,1780,"	
Northwest Africa 7194	54872	Valid	R4	141.6	Found	1/1/12 0:00	0	0		0	0	0.1416	"0,0,0.1416,"	"0,0,141.6,"	
Northwest Africa 7195	54873	Valid	Ureilite	60.1	Found	1/1/11 0:00	0	0		0	0	0.0601	"0,0,0.0601,"	"0,0,60.1,"	
Northwest Africa 7198	54949	Valid	H4	108	Found	1/1/11 0:00	0	0		0	0	0.108	"0,0,0.108,"	"0,0,108,"	
Northwest Africa 7199	54950	Valid	H4	78	Found	1/1/11 0:00	0	0		0	0	0.078	"0,0,0.078,"	"0,0,78,"	
Northwest Africa 7200	54951	Valid	H5	1692	Found	1/1/11 0:00	0	0		0	0	1.692	"0,0,1.692,"	"0,0,1692,"	
Northwest Africa 7201	55295	Valid	L3	89	Found	1/1/11 0:00	0	0		0	0	0.089	"0,0,0.089,"	"0,0,89,"	
Northwest Africa 7202	54952	Valid	L6	691	Found	1/1/11 0:00	0	0		0	0	0.691	"0,0,0.691,"	"0,0,691,"	
Northwest Africa 7203	55296	Valid	Angrite	107	Found	1/1/11 0:00	0	0		0	0	0.107	"0,0,0.107,"	"0,0,107,"	
Northwest Africa 7206	55335	Valid	Eucrite-pmict	22	Found	1/1/11 0:00	0	0		0	0	0.022	"0,0,0.022,"	"0,0,22,"	
Northwest Africa 7211	55290	Valid	LL4	51.6	Found	1/1/11 0:00	0	0		0	0	0.0516	"0,0,0.0516,"	"0,0,51.6,"	
Northwest Africa 7212	55291	Valid	H4	301.3	Found	1/1/12 0:00	0	0		0	0	0.3013	"0,0,0.3013,"	"0,0,301.3,"	
Northwest Africa 7213	55770	Valid	LL3	93.2	Found	1/1/11 0:00	0	0		0	0	0.0932	"0,0,0.0932,"	"0,0,93.2,"	
Northwest Africa 7220	55302	Valid	L5	310	Found	1/1/11 0:00	0	0		0	0	0.31	"0,0,0.31,"	"0,0,310,"	
Northwest Africa 7221	55303	Valid	L5	150	Found	1/1/11 0:00	0	0		0	0	0.15	"0,0,0.15,"	"0,0,150,"	
Northwest Africa 7227	55309	Valid	CV3	341	Found	1/1/11 0:00	0	0		0	0	0.341	"0,0,0.341,"	"0,0,341,"	
Northwest Africa 7228	55310	Valid	H4/5	2715	Found	1/1/11 0:00	0	0		0	0	2.715	"0,0,2.715,"	"0,0,2715,"	
Northwest Africa 7231	55313	Valid	Eucrite-pmict	191	Found	1/1/11 0:00	0	0		0	0	0.191	"0,0,0.191,"	"0,0,191,"	
Northwest Africa 7232	55314	Valid	H4/5	87	Found	1/1/11 0:00	0	0		0	0	0.087	"0,0,0.087,"	"0,0,87,"	
Northwest Africa 7234	55316	Valid	Eucrite-pmict	131	Found	1/1/11 0:00	0	0		0	0	0.131	"0,0,0.131,"	"0,0,131,"	
Northwest Africa 7235	55317	Valid	LL6	1830	Found	1/1/11 0:00	0	0		0	0	1.83	"0,0,1.83,"	"0,0,1830,"	
Northwest Africa 7236	55318	Valid	L6	505	Found	1/1/11 0:00	0	0		0	0	0.505	"0,0,0.505,"	"0,0,505,"	
Northwest Africa 7237	55319	Valid	L6	558	Found	1/1/11 0:00	0	0		0	0	0.558	"0,0,0.558,"	"0,0,558,"	
Northwest Africa 7238	55320	Valid	L4	124	Found	1/1/11 0:00	0	0		0	0	0.124	"0,0,0.124,"	"0,0,124,"	
Northwest Africa 7239	55321	Valid	L4	988	Found	1/1/11 0:00	0	0		0	0	0.988	"0,0,0.988,"	"0,0,988,"	
Northwest Africa 7240	55322	Valid	L4	54	Found	1/1/11 0:00	0	0		0	0	0.054	"0,0,0.054,"	"0,0,54,"	
Northwest Africa 7241	55323	Valid	L4	42	Found	1/1/11 0:00	0	0		0	0	0.042	"0,0,0.042,"	"0,0,42,"	
Northwest Africa 7242	55324	Valid	H4/5	23	Found	1/1/11 0:00	0	0		0	0	0.023	"0,0,0.023,"	"0,0,23,"	
Northwest Africa 7243	55325	Valid	H5-melt breccia	32	Found	1/1/11 0:00	0	0		0	0	0.032	"0,0,0.032,"	"0,0,32,"	
Northwest Africa 7249	55527	Valid	L5	6760	Found	1/1/12 0:00	0	0		0	0	6.76	"0,0,6.76,"	"0,0,6760,"	
Northwest Africa 7250	55332	Valid	LL6	816	Found	1/1/12 0:00	0	0		0	0	0.816	"0,0,0.816,"	"0,0,816,"	
Northwest Africa 7251	55333	Valid	L-melt rock	13000	Found	1/1/12 0:00	0	0		0	0	13	"0,0,13,"	"0,0,13000,"	
Northwest Africa 7253	55341	Valid	Eucrite	404	Found	1/1/12 0:00	0	0		0	0	0.404	"0,0,0.404,"	"0,0,404,"	
Northwest Africa 7257	55338	Valid	Martian (shergottite)	180	Found	1/1/12 0:00	0	0		0	0	0.18	"0,0,0.18,"	"0,0,180,"	
Northwest Africa 7258	55540	Valid	Martian (shergottite)	310	Found	1/1/11 0:00	0	0		0	0	0.31	"0,0,0.31,"	"0,0,310,"	
Northwest Africa 7259	55541	Valid	Eucrite-pmict	73.2	Found	1/1/11 0:00	0	0		0	0	0.0732	"0,0,0.0732,"	"0,0,73.2,"	
Northwest Africa 7260	55380	Valid	R4	340	Found	1/1/12 0:00	0	0		0	0	0.34	"0,0,0.34,"	"0,0,340,"	
Northwest Africa 7262	55382	Valid	Lunar (feldsp. breccia)	413	Found	1/1/12 0:00	0	0		0	0	0.413	"0,0,0.413,"	"0,0,413,"	
Northwest Africa 7267	55387	Valid	L-melt breccia	654	Found	1/1/12 0:00	0	0		0	0	0.654	"0,0,0.654,"	"0,0,654,"	
Northwest Africa 7268	55388	Valid	Ureilite	220	Found	1/1/12 0:00	0	0		0	0	0.22	"0,0,0.22,"	"0,0,220,"	
Northwest Africa 7269	55389	Valid	Eucrite-mmict	787	Found	1/1/12 0:00	0	0		0	0	0.787	"0,0,0.787,"	"0,0,787,"	
Northwest Africa 7271	55391	Valid	CO3	78	Found	1/1/11 0:00	0	0		0	0	0.078	"0,0,0.078,"	"0,0,78,"	
Northwest Africa 7272	55392	Valid	Martian (shergottite)	58.7	Found	1/1/12 0:00	0	0		0	0	0.0587	"0,0,0.0587,"	"0,0,58.7,"	
Northwest Africa 7273	55393	Valid	LL6	115	Found	1/1/12 0:00	0	0		0	0	0.115	"0,0,0.115,"	"0,0,115,"	
Northwest Africa 7274	55394	Valid	Lunar (feldsp. breccia)	372.6	Found	1/1/12 0:00	0	0		0	0	0.3726	"0,0,0.3726,"	"0,0,372.6,"	
Northwest Africa 7275	55395	Valid	CV3	197	Found	1/1/12 0:00	0	0		0	0	0.197	"0,0,0.197,"	"0,0,197,"	
Northwest Africa 7276	55396	Valid	Ureilite	380	Found	1/1/12 0:00	0	0		0	0	0.38	"0,0,0.38,"	"0,0,380,"	
Northwest Africa 7278	55524	Valid	L4	84.9	Found	1/1/11 0:00	0	0		0	0	0.0849	"0,0,0.0849,"	"0,0,84.9,"	
Northwest Africa 7279	55754	Valid	Howardite	50.4	Found	1/1/11 0:00	0	0		0	0	0.0504	"0,0,0.0504,"	"0,0,50.4,"	
Northwest Africa 7280	55755	Valid	Diogenite	246	Found	1/1/11 0:00	0	0		0	0	0.246	"0,0,0.246,"	"0,0,246,"	
Northwest Africa 7281	55663	Valid	Eucrite	20.04	Found	1/1/12 0:00	0	0		0	0	0.02004	"0,0,0.02004,"	"0,0,20.04,"	
Northwest Africa 7282	55543	Valid	LL6	40	Found	1/1/11 0:00	0	0		0	0	0.04	"0,0,0.04,"	"0,0,40,"	
Northwest Africa 7283	55544	Valid	LL6	188	Found	1/1/11 0:00	0	0		0	0	0.188	"0,0,0.188,"	"0,0,188,"	
Northwest Africa 7284	55666	Valid	Diogenite	113.42	Found	1/1/12 0:00	0	0		0	0	0.11342	"0,0,0.11342,"	"0,0,113.42,"	
Northwest Africa 7285	55664	Valid	Eucrite	220	Found	1/1/11 0:00	0	0		0	0	0.22	"0,0,0.22,"	"0,0,220,"	
Northwest Africa 7286	55587	Valid	LL4	102	Found	1/1/11 0:00	0	0		0	0	0.102	"0,0,0.102,"	"0,0,102,"	
Northwest Africa 7299	55713	Valid	Brachinite	20	Found	1/1/11 0:00	0	0		0	0	0.02	"0,0,0.02,"	"0,0,20,"	
Northwest Africa 7303	55757	Valid	R3-5	18.3	Found	1/1/11 0:00	0	0		0	0	0.0183	"0,0,0.0183,"	"0,0,18.3,"	
Northwest Africa 7308	55609	Valid	LL3	264	Found	1/1/12 0:00	0	0		0	0	0.264	"0,0,0.264,"	"0,0,264,"	
Northwest Africa 7312	55613	Valid	Lodranite	778	Found	1/1/12 0:00	0	0		0	0	0.778	"0,0,0.778,"	"0,0,778,"	
Northwest Africa 7313	55614	Valid	LL6	777	Found	1/1/12 0:00	0	0		0	0	0.777	"0,0,0.777,"	"0,0,777,"	
Northwest Africa 7314	55615	Valid	LL6	147	Found	1/1/12 0:00	0	0		0	0	0.147	"0,0,0.147,"	"0,0,147,"	
Northwest Africa 7315	55616	Valid	Eucrite	80.3	Found	1/1/12 0:00	0	0		0	0	0.0803	"0,0,0.0803,"	"0,0,80.3,"	
Northwest Africa 7319	55621	Valid	L5-melt breccia	6414	Found	1/1/12 0:00	0	0		0	0	6.414	"0,0,6.414,"	"0,0,6414,"	
Northwest Africa 7320	55622	Valid	Martian (shergottite)	52	Found	1/1/11 0:00	0	0		0	0	0.052	"0,0,0.052,"	"0,0,52,"	
Northwest Africa 7321	55623	Valid	Acapulcoite	109	Found	1/1/12 0:00	0	0		0	0	0.109	"0,0,0.109,"	"0,0,109,"	
Northwest Africa 7322	55624	Valid	H4	109	Found	1/1/12 0:00	0	0		0	0	0.109	"0,0,0.109,"	"0,0,109,"	
Northwest Africa 7323	55625	Valid	LL3	501	Found	1/1/12 0:00	0	0		0	0	0.501	"0,0,0.501,"	"0,0,501,"	
Northwest Africa 7325	55627	Valid	Achondrite-ung	345	Found	1/1/12 0:00	0	0		0	0	0.345	"0,0,0.345,"	"0,0,345,"	
Northwest Africa 7327	55665	Valid	H/L5	217.44	Found	1/1/12 0:00	0	0		0	0	0.21744	"0,0,0.21744,"	"0,0,217.44,"	
Northwest Africa 7328	55633	Valid	H4	493.18	Found	1/1/12 0:00	0	0		0	0	0.49318	"0,0,0.49318,"	"0,0,493.18,"	
Northwest Africa 7329	55667	Valid	Howardite	145.77	Found	1/1/12 0:00	0	0		0	0	0.14577	"0,0,0.14577,"	"0,0,145.77,"	
Northwest Africa 7330	55668	Valid	Eucrite-cm	111.07	Found	1/1/12 0:00	0	0		0	0	0.11107	"0,0,0.11107,"	"0,0,111.07,"	
Northwest Africa 7331	55669	Valid	Howardite	63.21	Found	1/1/12 0:00	0	0		0	0	0.06321	"0,0,0.06321,"	"0,0,63.21,"	
Northwest Africa 7332	55671	Valid	CV3	59.3	Found	1/1/12 0:00	0	0		0	0	0.0593	"0,0,0.0593,"	"0,0,59.3,"	
Northwest Africa 7333	55761	Valid	Ureilite	88	Found	1/1/11 0:00	0	0		0	0	0.088	"0,0,0.088,"	"0,0,88,"	
Northwest Africa 7334	55771	Valid	Eucrite	82.55	Found	1/1/12 0:00	0	0		0	0	0.08255	"0,0,0.08255,"	"0,0,82.55,"	
Northwest Africa 7336	55714	Valid	L6	18000	Found	1/1/12 0:00	0	0		0	0	18	"0,0,18,"	"0,0,18000,"	
Northwest Africa 7337	55672	Valid	LL4	86	Found	1/1/11 0:00	0	0		0	0	0.086	"0,0,0.086,"	"0,0,86,"	
Northwest Africa 7338	55673	Valid	LL4	58	Found	1/1/11 0:00	0	0		0	0	0.058	"0,0,0.058,"	"0,0,58,"	
Northwest Africa 7339	55674	Valid	L5	243	Found	1/1/11 0:00	0	0		0	0	0.243	"0,0,0.243,"	"0,0,243,"	
Northwest Africa 7340	55675	Valid	L4	49.7	Found	1/1/11 0:00	0	0		0	0	0.0497	"0,0,0.0497,"	"0,0,49.7,"	
Northwest Africa 7341	55676	Valid	L4	56	Found	1/1/11 0:00	0	0		0	0	0.056	"0,0,0.056,"	"0,0,56,"	
Northwest Africa 7342	55677	Valid	H4	55	Found	1/1/11 0:00	0	0		0	0	0.055	"0,0,0.055,"	"0,0,55,"	
Northwest Africa 7343	55678	Valid	L4	450	Found	1/1/11 0:00	0	0		0	0	0.45	"0,0,0.45,"	"0,0,450,"	
Northwest Africa 7345	55680	Valid	L4	314	Found	1/1/11 0:00	0	0		0	0	0.314	"0,0,0.314,"	"0,0,314,"	
